"year","line_number","line_desc","value","series_code","unit","table_name","source"
2005,1,"Gross value added of corporate business",7485433,"A451RC","6","T11400","BEA_API"
2006,1,"Gross value added of corporate business",8029316,"A451RC","6","T11400","BEA_API"
2007,1,"Gross value added of corporate business",8199258,"A451RC","6","T11400","BEA_API"
2008,1,"Gross value added of corporate business",8108788,"A451RC","6","T11400","BEA_API"
2009,1,"Gross value added of corporate business",7817337,"A451RC","6","T11400","BEA_API"
2010,1,"Gross value added of corporate business",8236992,"A451RC","6","T11400","BEA_API"
2011,1,"Gross value added of corporate business",8623024,"A451RC","6","T11400","BEA_API"
2012,1,"Gross value added of corporate business",9173994,"A451RC","6","T11400","BEA_API"
2013,1,"Gross value added of corporate business",9456941,"A451RC","6","T11400","BEA_API"
2014,1,"Gross value added of corporate business",10046512,"A451RC","6","T11400","BEA_API"
2015,1,"Gross value added of corporate business",10489514,"A451RC","6","T11400","BEA_API"
2016,1,"Gross value added of corporate business",10684384,"A451RC","6","T11400","BEA_API"
2017,1,"Gross value added of corporate business",11132703,"A451RC","6","T11400","BEA_API"
2018,1,"Gross value added of corporate business",11796349,"A451RC","6","T11400","BEA_API"
2019,1,"Gross value added of corporate business",12332556,"A451RC","6","T11400","BEA_API"
2020,1,"Gross value added of corporate business",12095295,"A451RC","6","T11400","BEA_API"
2021,1,"Gross value added of corporate business",13818844,"A451RC","6","T11400","BEA_API"
2022,1,"Gross value added of corporate business",15322598,"A451RC","6","T11400","BEA_API"
2023,1,"Gross value added of corporate business",16125928,"A451RC","6","T11400","BEA_API"
2024,1,"Gross value added of corporate business",16961079,"A451RC","6","T11400","BEA_API"
2025,1,"Gross value added of corporate business",17885075,"A451RC","6","T11400","BEA_API"
1929,2,"Consumption of fixed capital",5228,"A438RC","6","T11400","BEA_API"
1930,2,"Consumption of fixed capital",5080,"A438RC","6","T11400","BEA_API"
1931,2,"Consumption of fixed capital",4752,"A438RC","6","T11400","BEA_API"
1932,2,"Consumption of fixed capital",4240,"A438RC","6","T11400","BEA_API"
1933,2,"Consumption of fixed capital",4008,"A438RC","6","T11400","BEA_API"
1934,2,"Consumption of fixed capital",4104,"A438RC","6","T11400","BEA_API"
1935,2,"Consumption of fixed capital",4184,"A438RC","6","T11400","BEA_API"
1936,2,"Consumption of fixed capital",4248,"A438RC","6","T11400","BEA_API"
1937,2,"Consumption of fixed capital",4744,"A438RC","6","T11400","BEA_API"
1938,2,"Consumption of fixed capital",4820,"A438RC","6","T11400","BEA_API"
1939,2,"Consumption of fixed capital",4824,"A438RC","6","T11400","BEA_API"
1940,2,"Consumption of fixed capital",5040,"A438RC","6","T11400","BEA_API"
1941,2,"Consumption of fixed capital",5584,"A438RC","6","T11400","BEA_API"
1942,2,"Consumption of fixed capital",6388,"A438RC","6","T11400","BEA_API"
1943,2,"Consumption of fixed capital",6552,"A438RC","6","T11400","BEA_API"
1944,2,"Consumption of fixed capital",6748,"A438RC","6","T11400","BEA_API"
1945,2,"Consumption of fixed capital",6968,"A438RC","6","T11400","BEA_API"
1946,2,"Consumption of fixed capital",8000,"A438RC","6","T11400","BEA_API"
1947,2,"Consumption of fixed capital",9796,"A438RC","6","T11400","BEA_API"
1948,2,"Consumption of fixed capital",11488,"A438RC","6","T11400","BEA_API"
1949,2,"Consumption of fixed capital",12412,"A438RC","6","T11400","BEA_API"
1950,2,"Consumption of fixed capital",13288,"A438RC","6","T11400","BEA_API"
1951,2,"Consumption of fixed capital",15136,"A438RC","6","T11400","BEA_API"
1952,2,"Consumption of fixed capital",16116,"A438RC","6","T11400","BEA_API"
1953,2,"Consumption of fixed capital",17300,"A438RC","6","T11400","BEA_API"
1954,2,"Consumption of fixed capital",18340,"A438RC","6","T11400","BEA_API"
1955,2,"Consumption of fixed capital",19560,"A438RC","6","T11400","BEA_API"
1956,2,"Consumption of fixed capital",22088,"A438RC","6","T11400","BEA_API"
1957,2,"Consumption of fixed capital",24564,"A438RC","6","T11400","BEA_API"
1958,2,"Consumption of fixed capital",26396,"A438RC","6","T11400","BEA_API"
1959,2,"Consumption of fixed capital",27620,"A438RC","6","T11400","BEA_API"
1960,2,"Consumption of fixed capital",28488,"A438RC","6","T11400","BEA_API"
1961,2,"Consumption of fixed capital",29524,"A438RC","6","T11400","BEA_API"
1962,2,"Consumption of fixed capital",30836,"A438RC","6","T11400","BEA_API"
1963,2,"Consumption of fixed capital",32416,"A438RC","6","T11400","BEA_API"
1964,2,"Consumption of fixed capital",34412,"A438RC","6","T11400","BEA_API"
1965,2,"Consumption of fixed capital",37140,"A438RC","6","T11400","BEA_API"
1966,2,"Consumption of fixed capital",40860,"A438RC","6","T11400","BEA_API"
1967,2,"Consumption of fixed capital",45096,"A438RC","6","T11400","BEA_API"
1968,2,"Consumption of fixed capital",49992,"A438RC","6","T11400","BEA_API"
1969,2,"Consumption of fixed capital",55704,"A438RC","6","T11400","BEA_API"
1970,2,"Consumption of fixed capital",61804,"A438RC","6","T11400","BEA_API"
1971,2,"Consumption of fixed capital",67620,"A438RC","6","T11400","BEA_API"
1972,2,"Consumption of fixed capital",73440,"A438RC","6","T11400","BEA_API"
1973,2,"Consumption of fixed capital",81980,"A438RC","6","T11400","BEA_API"
1974,2,"Consumption of fixed capital",96040,"A438RC","6","T11400","BEA_API"
1975,2,"Consumption of fixed capital",113516,"A438RC","6","T11400","BEA_API"
1976,2,"Consumption of fixed capital",125028,"A438RC","6","T11400","BEA_API"
1977,2,"Consumption of fixed capital",140456,"A438RC","6","T11400","BEA_API"
1978,2,"Consumption of fixed capital",159276,"A438RC","6","T11400","BEA_API"
1979,2,"Consumption of fixed capital",183352,"A438RC","6","T11400","BEA_API"
1980,2,"Consumption of fixed capital",212088,"A438RC","6","T11400","BEA_API"
1981,2,"Consumption of fixed capital",244880,"A438RC","6","T11400","BEA_API"
1982,2,"Consumption of fixed capital",272520,"A438RC","6","T11400","BEA_API"
1983,2,"Consumption of fixed capital",285876,"A438RC","6","T11400","BEA_API"
1984,2,"Consumption of fixed capital",303168,"A438RC","6","T11400","BEA_API"
1985,2,"Consumption of fixed capital",326864,"A438RC","6","T11400","BEA_API"
1986,2,"Consumption of fixed capital",349868,"A438RC","6","T11400","BEA_API"
1987,2,"Consumption of fixed capital",371292,"A438RC","6","T11400","BEA_API"
1988,2,"Consumption of fixed capital",399856,"A438RC","6","T11400","BEA_API"
1989,2,"Consumption of fixed capital",427148,"A438RC","6","T11400","BEA_API"
1990,2,"Consumption of fixed capital",454688,"A438RC","6","T11400","BEA_API"
1991,2,"Consumption of fixed capital",479628,"A438RC","6","T11400","BEA_API"
1992,2,"Consumption of fixed capital",494348,"A438RC","6","T11400","BEA_API"
1993,2,"Consumption of fixed capital",517188,"A438RC","6","T11400","BEA_API"
1994,2,"Consumption of fixed capital",547584,"A438RC","6","T11400","BEA_API"
1995,2,"Consumption of fixed capital",590428,"A438RC","6","T11400","BEA_API"
1996,2,"Consumption of fixed capital",626332,"A438RC","6","T11400","BEA_API"
1997,2,"Consumption of fixed capital",670056,"A438RC","6","T11400","BEA_API"
1998,2,"Consumption of fixed capital",714988,"A438RC","6","T11400","BEA_API"
1999,2,"Consumption of fixed capital",769632,"A438RC","6","T11400","BEA_API"
2000,2,"Consumption of fixed capital",838608,"A438RC","6","T11400","BEA_API"
2001,2,"Consumption of fixed capital",888584,"A438RC","6","T11400","BEA_API"
2002,2,"Consumption of fixed capital",914587,"A438RC","6","T11400","BEA_API"
2003,2,"Consumption of fixed capital",932541,"A438RC","6","T11400","BEA_API"
2004,2,"Consumption of fixed capital",973014,"A438RC","6","T11400","BEA_API"
2005,2,"Consumption of fixed capital",1042069,"A438RC","6","T11400","BEA_API"
2006,2,"Consumption of fixed capital",1119303,"A438RC","6","T11400","BEA_API"
2007,2,"Consumption of fixed capital",1188944,"A438RC","6","T11400","BEA_API"
2008,2,"Consumption of fixed capital",1256741,"A438RC","6","T11400","BEA_API"
2009,2,"Consumption of fixed capital",1263659,"A438RC","6","T11400","BEA_API"
2010,2,"Consumption of fixed capital",1270714,"A438RC","6","T11400","BEA_API"
2011,2,"Consumption of fixed capital",1324537,"A438RC","6","T11400","BEA_API"
2012,2,"Consumption of fixed capital",1392029,"A438RC","6","T11400","BEA_API"
2013,2,"Consumption of fixed capital",1447694,"A438RC","6","T11400","BEA_API"
2014,2,"Consumption of fixed capital",1524311,"A438RC","6","T11400","BEA_API"
2015,2,"Consumption of fixed capital",1587221,"A438RC","6","T11400","BEA_API"
2016,2,"Consumption of fixed capital",1629907,"A438RC","6","T11400","BEA_API"
2017,2,"Consumption of fixed capital",1709313,"A438RC","6","T11400","BEA_API"
2018,2,"Consumption of fixed capital",1793566,"A438RC","6","T11400","BEA_API"
2019,2,"Consumption of fixed capital",1891831,"A438RC","6","T11400","BEA_API"
2020,2,"Consumption of fixed capital",1968202,"A438RC","6","T11400","BEA_API"
2021,2,"Consumption of fixed capital",2070269,"A438RC","6","T11400","BEA_API"
2022,2,"Consumption of fixed capital",2287902,"A438RC","6","T11400","BEA_API"
2023,2,"Consumption of fixed capital",2447353,"A438RC","6","T11400","BEA_API"
2024,2,"Consumption of fixed capital",2583318,"A438RC","6","T11400","BEA_API"
2025,2,"Consumption of fixed capital",2742753,"A438RC","6","T11400","BEA_API"
1929,3,"Net value added",49578,"A439RC","6","T11400","BEA_API"
1930,3,"Net value added",43098,"A439RC","6","T11400","BEA_API"
1931,3,"Net value added",33094,"A439RC","6","T11400","BEA_API"
1932,3,"Net value added",23621,"A439RC","6","T11400","BEA_API"
1933,3,"Net value added",22868,"A439RC","6","T11400","BEA_API"
1934,3,"Net value added",29396,"A439RC","6","T11400","BEA_API"
1935,3,"Net value added",32963,"A439RC","6","T11400","BEA_API"
1936,3,"Net value added",38476,"A439RC","6","T11400","BEA_API"
1937,3,"Net value added",43595,"A439RC","6","T11400","BEA_API"
1938,3,"Net value added",38180,"A439RC","6","T11400","BEA_API"
1939,3,"Net value added",42499,"A439RC","6","T11400","BEA_API"
1940,3,"Net value added",49065,"A439RC","6","T11400","BEA_API"
1941,3,"Net value added",64371,"A439RC","6","T11400","BEA_API"
1942,3,"Net value added",81090,"A439RC","6","T11400","BEA_API"
1943,3,"Net value added",96930,"A439RC","6","T11400","BEA_API"
1944,3,"Net value added",100518,"A439RC","6","T11400","BEA_API"
1945,3,"Net value added",93853,"A439RC","6","T11400","BEA_API"
1946,3,"Net value added",97807,"A439RC","6","T11400","BEA_API"
1947,3,"Net value added",117707,"A439RC","6","T11400","BEA_API"
1948,3,"Net value added",134575,"A439RC","6","T11400","BEA_API"
1949,3,"Net value added",130610,"A439RC","6","T11400","BEA_API"
1950,3,"Net value added",148826,"A439RC","6","T11400","BEA_API"
1951,3,"Net value added",170655,"A439RC","6","T11400","BEA_API"
1952,3,"Net value added",178911,"A439RC","6","T11400","BEA_API"
1953,3,"Net value added",191884,"A439RC","6","T11400","BEA_API"
1954,3,"Net value added",188525,"A439RC","6","T11400","BEA_API"
1955,3,"Net value added",213491,"A439RC","6","T11400","BEA_API"
1956,3,"Net value added",227965,"A439RC","6","T11400","BEA_API"
1957,3,"Net value added",237097,"A439RC","6","T11400","BEA_API"
1958,3,"Net value added",230435,"A439RC","6","T11400","BEA_API"
1959,3,"Net value added",259826,"A439RC","6","T11400","BEA_API"
1960,3,"Net value added",271391,"A439RC","6","T11400","BEA_API"
1961,3,"Net value added",279205,"A439RC","6","T11400","BEA_API"
1962,3,"Net value added",305114,"A439RC","6","T11400","BEA_API"
1963,3,"Net value added",324946,"A439RC","6","T11400","BEA_API"
1964,3,"Net value added",351570,"A439RC","6","T11400","BEA_API"
1965,3,"Net value added",386637,"A439RC","6","T11400","BEA_API"
1966,3,"Net value added",424230,"A439RC","6","T11400","BEA_API"
1967,3,"Net value added",446076,"A439RC","6","T11400","BEA_API"
1968,3,"Net value added",492119,"A439RC","6","T11400","BEA_API"
1969,3,"Net value added",534949,"A439RC","6","T11400","BEA_API"
1970,3,"Net value added",550323,"A439RC","6","T11400","BEA_API"
1971,3,"Net value added",593302,"A439RC","6","T11400","BEA_API"
1972,3,"Net value added",659462,"A439RC","6","T11400","BEA_API"
1973,3,"Net value added",738228,"A439RC","6","T11400","BEA_API"
1974,3,"Net value added",793539,"A439RC","6","T11400","BEA_API"
1975,3,"Net value added",852029,"A439RC","6","T11400","BEA_API"
1976,3,"Net value added",962280,"A439RC","6","T11400","BEA_API"
1977,3,"Net value added",1092063,"A439RC","6","T11400","BEA_API"
1978,3,"Net value added",1247614,"A439RC","6","T11400","BEA_API"
1979,3,"Net value added",1381003,"A439RC","6","T11400","BEA_API"
1980,3,"Net value added",1490293,"A439RC","6","T11400","BEA_API"
1981,3,"Net value added",1690250,"A439RC","6","T11400","BEA_API"
1982,3,"Net value added",1746045,"A439RC","6","T11400","BEA_API"
1983,3,"Net value added",1886578,"A439RC","6","T11400","BEA_API"
1984,3,"Net value added",2131609,"A439RC","6","T11400","BEA_API"
1985,3,"Net value added",2274629,"A439RC","6","T11400","BEA_API"
1986,3,"Net value added",2356904,"A439RC","6","T11400","BEA_API"
1987,3,"Net value added",2523841,"A439RC","6","T11400","BEA_API"
1988,3,"Net value added",2742681,"A439RC","6","T11400","BEA_API"
1989,3,"Net value added",2892999,"A439RC","6","T11400","BEA_API"
1990,3,"Net value added",3012647,"A439RC","6","T11400","BEA_API"
1991,3,"Net value added",3075069,"A439RC","6","T11400","BEA_API"
1992,3,"Net value added",3248017,"A439RC","6","T11400","BEA_API"
1993,3,"Net value added",3401675,"A439RC","6","T11400","BEA_API"
1994,3,"Net value added",3662501,"A439RC","6","T11400","BEA_API"
1995,3,"Net value added",3883804,"A439RC","6","T11400","BEA_API"
1996,3,"Net value added",4143873,"A439RC","6","T11400","BEA_API"
1997,3,"Net value added",4473098,"A439RC","6","T11400","BEA_API"
1998,3,"Net value added",4759458,"A439RC","6","T11400","BEA_API"
1999,3,"Net value added",5032429,"A439RC","6","T11400","BEA_API"
2000,3,"Net value added",5377582,"A439RC","6","T11400","BEA_API"
2001,3,"Net value added",5314009,"A439RC","6","T11400","BEA_API"
2002,3,"Net value added",5383953,"A439RC","6","T11400","BEA_API"
2003,3,"Net value added",5592409,"A439RC","6","T11400","BEA_API"
2004,3,"Net value added",5986994,"A439RC","6","T11400","BEA_API"
2005,3,"Net value added",6443365,"A439RC","6","T11400","BEA_API"
2006,3,"Net value added",6910013,"A439RC","6","T11400","BEA_API"
2007,3,"Net value added",7010314,"A439RC","6","T11400","BEA_API"
2008,3,"Net value added",6852047,"A439RC","6","T11400","BEA_API"
2009,3,"Net value added",6553678,"A439RC","6","T11400","BEA_API"
2010,3,"Net value added",6966278,"A439RC","6","T11400","BEA_API"
2011,3,"Net value added",7298487,"A439RC","6","T11400","BEA_API"
2012,3,"Net value added",7781965,"A439RC","6","T11400","BEA_API"
2013,3,"Net value added",8009247,"A439RC","6","T11400","BEA_API"
2014,3,"Net value added",8522202,"A439RC","6","T11400","BEA_API"
2015,3,"Net value added",8902292,"A439RC","6","T11400","BEA_API"
2016,3,"Net value added",9054477,"A439RC","6","T11400","BEA_API"
2017,3,"Net value added",9423390,"A439RC","6","T11400","BEA_API"
2018,3,"Net value added",10002784,"A439RC","6","T11400","BEA_API"
2019,3,"Net value added",10440725,"A439RC","6","T11400","BEA_API"
2020,3,"Net value added",10127094,"A439RC","6","T11400","BEA_API"
2021,3,"Net value added",11748575,"A439RC","6","T11400","BEA_API"
2022,3,"Net value added",13034696,"A439RC","6","T11400","BEA_API"
2023,3,"Net value added",13678575,"A439RC","6","T11400","BEA_API"
2024,3,"Net value added",14377761,"A439RC","6","T11400","BEA_API"
2025,3,"Net value added",15142321,"A439RC","6","T11400","BEA_API"
1929,4,"Compensation of employees",34242,"A442RC","6","T11400","BEA_API"
1930,4,"Compensation of employees",30808,"A442RC","6","T11400","BEA_API"
1931,4,"Compensation of employees",25369,"A442RC","6","T11400","BEA_API"
1932,4,"Compensation of employees",19013,"A442RC","6","T11400","BEA_API"
1933,4,"Compensation of employees",18002,"A442RC","6","T11400","BEA_API"
1934,4,"Compensation of employees",21045,"A442RC","6","T11400","BEA_API"
1935,4,"Compensation of employees",23056,"A442RC","6","T11400","BEA_API"
1936,4,"Compensation of employees",26274,"A442RC","6","T11400","BEA_API"
1937,4,"Compensation of employees",30548,"A442RC","6","T11400","BEA_API"
1938,4,"Compensation of employees",27266,"A442RC","6","T11400","BEA_API"
1939,4,"Compensation of employees",29816,"A442RC","6","T11400","BEA_API"
1940,4,"Compensation of employees",32856,"A442RC","6","T11400","BEA_API"
1941,4,"Compensation of employees",41598,"A442RC","6","T11400","BEA_API"
1942,4,"Compensation of employees",52849,"A442RC","6","T11400","BEA_API"
1943,4,"Compensation of employees",64141,"A442RC","6","T11400","BEA_API"
1944,4,"Compensation of employees",67074,"A442RC","6","T11400","BEA_API"
1945,4,"Compensation of employees",64069,"A442RC","6","T11400","BEA_API"
1946,4,"Compensation of employees",69854,"A442RC","6","T11400","BEA_API"
1947,4,"Compensation of employees",82136,"A442RC","6","T11400","BEA_API"
1948,4,"Compensation of employees",91111,"A442RC","6","T11400","BEA_API"
1949,4,"Compensation of employees",88798,"A442RC","6","T11400","BEA_API"
1950,4,"Compensation of employees",98654,"A442RC","6","T11400","BEA_API"
1951,4,"Compensation of employees",114553,"A442RC","6","T11400","BEA_API"
1952,4,"Compensation of employees",123015,"A442RC","6","T11400","BEA_API"
1953,4,"Compensation of employees",133985,"A442RC","6","T11400","BEA_API"
1954,4,"Compensation of employees",132212,"A442RC","6","T11400","BEA_API"
1955,4,"Compensation of employees",144625,"A442RC","6","T11400","BEA_API"
1956,4,"Compensation of employees",158175,"A442RC","6","T11400","BEA_API"
1957,4,"Compensation of employees",166500,"A442RC","6","T11400","BEA_API"
1958,4,"Compensation of employees",163977,"A442RC","6","T11400","BEA_API"
1959,4,"Compensation of employees",180289,"A442RC","6","T11400","BEA_API"
1960,4,"Compensation of employees",190689,"A442RC","6","T11400","BEA_API"
1961,4,"Compensation of employees",195554,"A442RC","6","T11400","BEA_API"
1962,4,"Compensation of employees",210997,"A442RC","6","T11400","BEA_API"
1963,4,"Compensation of employees",222667,"A442RC","6","T11400","BEA_API"
1964,4,"Compensation of employees",239180,"A442RC","6","T11400","BEA_API"
1965,4,"Compensation of employees",259864,"A442RC","6","T11400","BEA_API"
1966,4,"Compensation of employees",288528,"A442RC","6","T11400","BEA_API"
1967,4,"Compensation of employees",308418,"A442RC","6","T11400","BEA_API"
1968,4,"Compensation of employees",340182,"A442RC","6","T11400","BEA_API"
1969,4,"Compensation of employees",377454,"A442RC","6","T11400","BEA_API"
1970,4,"Compensation of employees",398010,"A442RC","6","T11400","BEA_API"
1971,4,"Compensation of employees",421650,"A442RC","6","T11400","BEA_API"
1972,4,"Compensation of employees",468170,"A442RC","6","T11400","BEA_API"
1973,4,"Compensation of employees",526064,"A442RC","6","T11400","BEA_API"
1974,4,"Compensation of employees",577322,"A442RC","6","T11400","BEA_API"
1975,4,"Compensation of employees",607817,"A442RC","6","T11400","BEA_API"
1976,4,"Compensation of employees",682786,"A442RC","6","T11400","BEA_API"
1977,4,"Compensation of employees",771696,"A442RC","6","T11400","BEA_API"
1978,4,"Compensation of employees",884698,"A442RC","6","T11400","BEA_API"
1979,4,"Compensation of employees",1004441,"A442RC","6","T11400","BEA_API"
1980,4,"Compensation of employees",1102003,"A442RC","6","T11400","BEA_API"
1981,4,"Compensation of employees",1220566,"A442RC","6","T11400","BEA_API"
1982,4,"Compensation of employees",1275114,"A442RC","6","T11400","BEA_API"
1983,4,"Compensation of employees",1352980,"A442RC","6","T11400","BEA_API"
1984,4,"Compensation of employees",1501072,"A442RC","6","T11400","BEA_API"
1985,4,"Compensation of employees",1615931,"A442RC","6","T11400","BEA_API"
1986,4,"Compensation of employees",1723353,"A442RC","6","T11400","BEA_API"
1987,4,"Compensation of employees",1847640,"A442RC","6","T11400","BEA_API"
1988,4,"Compensation of employees",2002309,"A442RC","6","T11400","BEA_API"
1989,4,"Compensation of employees",2119332,"A442RC","6","T11400","BEA_API"
1990,4,"Compensation of employees",2234926,"A442RC","6","T11400","BEA_API"
1991,4,"Compensation of employees",2277820,"A442RC","6","T11400","BEA_API"
1992,4,"Compensation of employees",2420482,"A442RC","6","T11400","BEA_API"
1993,4,"Compensation of employees",2515738,"A442RC","6","T11400","BEA_API"
1994,4,"Compensation of employees",2649014,"A442RC","6","T11400","BEA_API"
1995,4,"Compensation of employees",2787890,"A442RC","6","T11400","BEA_API"
1996,4,"Compensation of employees",2953697,"A442RC","6","T11400","BEA_API"
1997,4,"Compensation of employees",3176578,"A442RC","6","T11400","BEA_API"
1998,4,"Compensation of employees",3447481,"A442RC","6","T11400","BEA_API"
1999,4,"Compensation of employees",3684312,"A442RC","6","T11400","BEA_API"
2000,4,"Compensation of employees",4008927,"A442RC","6","T11400","BEA_API"
2001,4,"Compensation of employees",4013811,"A442RC","6","T11400","BEA_API"
2002,4,"Compensation of employees",3972742,"A442RC","6","T11400","BEA_API"
2003,4,"Compensation of employees",4040875,"A442RC","6","T11400","BEA_API"
2004,4,"Compensation of employees",4240204,"A442RC","6","T11400","BEA_API"
2005,4,"Compensation of employees",4442988,"A442RC","6","T11400","BEA_API"
2006,4,"Compensation of employees",4681230,"A442RC","6","T11400","BEA_API"
2007,4,"Compensation of employees",4894238,"A442RC","6","T11400","BEA_API"
2008,4,"Compensation of employees",4940328,"A442RC","6","T11400","BEA_API"
2009,4,"Compensation of employees",4607471,"A442RC","6","T11400","BEA_API"
2010,4,"Compensation of employees",4700760,"A442RC","6","T11400","BEA_API"
2011,4,"Compensation of employees",4927979,"A442RC","6","T11400","BEA_API"
