"year","ME_K_net_real","NRC_K_net_real","RC_K_net_real","IP_K_net_real","NR_K_net_real","TOTAL_PRODUCTIVE_K_net_real","TOTAL_WITH_RC_K_net_real","TOTAL_ALL_K_net_real","ME_K_gross_real","NRC_K_gross_real","RC_K_gross_real","IP_K_gross_real","NR_K_gross_real","TOTAL_PRODUCTIVE_K_gross_real","TOTAL_WITH_RC_K_gross_real","TOTAL_ALL_K_gross_real","ME_IG_real","NRC_IG_real","RC_IG_real","IP_IG_real","NR_IG_real","TOTAL_PRODUCTIVE_IG_real","TOTAL_WITH_RC_IG_real","TOTAL_ALL_IG_real","ME_D_real","NRC_D_real","RC_D_real","IP_D_real","NR_D_real","TOTAL_PRODUCTIVE_D_real","TOTAL_WITH_RC_D_real","TOTAL_ALL_D_real","ME_Ret_real","NRC_Ret_real","RC_Ret_real","IP_Ret_real","NR_Ret_real","TOTAL_PRODUCTIVE_Ret_real","TOTAL_WITH_RC_Ret_real","TOTAL_ALL_Ret_real"
1975,210896.09604,6709661.33424,5643337.66661,1629930.93102,6920557.43028,6920557.43028,12563895.09689,14193826.02791,383561.879326354,6595712.95541098,9355914.90004743,944552.128143329,6979274.83473734,6979274.83473734,16335189.7347848,17279741.8629281,39072.1720006771,322124.277320184,462323.866813232,208778.078424494,361196.449320861,361196.449320861,823520.316134093,1032298.39455859,29420.1946137899,181928.346883673,343068.202590929,156614.47004754,211348.541497463,211348.541497463,554416.744088392,711031.214135932,24606.4076661198,169556.450759211,181501.857821106,183943.512429709,194162.85842533,194162.85842533,375664.716246437,559608.228676145
1976,218774.3292,6849958.62448,5786757.78296,1681041.81794,7068732.95368,7068732.95368,12855490.73664,14536532.55458,396275.511868537,6741317.8526317,9660319.40912754,967335.654147938,7137593.36450024,7137593.36450024,16797912.7736278,17765248.4277757,38284.4244972738,319176.29078417,491522.80708106,211693.951633275,357460.715281443,357460.715281443,848983.522362503,1060677.47399578,30623.207146914,183305.924825435,352672.257388289,161921.884191665,213929.131972349,213929.131972349,566601.389360638,728523.273552303,25570.7919550902,173571.393563447,187118.298000949,188910.425628666,199142.185518537,199142.185518537,386260.483519486,575170.909148152
1977,226810.6092,6999165.92408,5975643.05184,1738363.54793,7225976.53328,7225976.53328,13201619.58512,14939983.13305,409606.076925922,6898295.05049076,10018593.1308406,997118.169638755,7307901.12741668,7307901.12741668,17326494.2582573,18323612.4278961,39748.9325152877,334380.299244101,551480.109895642,223249.646320405,374129.231759389,374129.231759389,925609.341655031,1148858.98797544,31908.9459942498,189813.903489319,368302.341378604,167213.267126882,221722.849483569,221722.849483569,590025.190862174,757238.457989055,26418.3674579025,177403.101385045,193206.388182551,193467.130829588,203821.468842947,203821.468842947,397027.857025498,590494.987855086
1978,235112.08644,7193913.27152,6227945.37897,1809689.34446,7429025.35796,7429025.35796,13656970.73693,15466660.08139,423189.673532127,7098013.49514341,10445758.0800107,1038100.10380485,7521203.16867553,7521203.16867553,17966961.2486862,19005061.3524911,40890.6684012662,381252.524928716,627536.811786887,240405.568093842,422143.193329982,422143.193329982,1049680.00511687,1290085.57321071,32818.6801324983,195339.15717935,385269.959392256,172283.578484844,228157.837311848,228157.837311848,613427.796704104,785711.375188948,27307.0717950615,181534.080276073,200371.862616813,199423.633927751,208841.152071134,208841.152071134,409213.014687947,608636.648615698
1979,244777.05252,7430099.23392,6528444.67037,1881648.09315,7674876.28644,7674876.28644,14203320.95681,16084969.04996,437200.025674334,7341036.05408452,10930875.0984288,1076389.04036051,7778236.07975886,7778236.07975886,18709111.1781876,19785500.2185481,42222.9970443482,429812.387760679,694032.180018258,245908.95731663,472035.384805027,472035.384805027,1166067.56482328,1411976.52213992,33083.1463712507,202444.403921937,404850.077976467,176560.31277789,235527.550293188,235527.550293188,640377.628269655,816937.941047545,28212.6449021418,186789.828819563,208915.161600214,207620.020760969,215002.473721705,215002.473721705,423917.635321919,631537.656082888
1980,243038.53728,7687782.36176,6800845.32673,1954279.35351,7930820.89904,7930820.89904,14731666.22577,16685945.57928,440404.190232091,7600933.13180628,11395443.4259632,1113894.96201777,8041337.32203837,8041337.32203837,19436780.7480016,20550675.7100194,32350.8329360469,453082.237039771,683185.829503058,252783.729729362,485433.069975818,485433.069975818,1168618.89947888,1421402.62920824,33977.5477868953,208157.077753546,424756.695756943,184019.354485626,242134.625540441,242134.625540441,666891.321297384,850910.67578301,29146.6683782889,193185.159318014,218617.501968575,215277.808072102,222331.827696303,222331.827696303,440949.329664878,656227.137736979
1981,240169.58532,7978984.09624,7097246.90052,2031262.15997,8219153.68156,8219153.68156,15316400.58208,17347662.74205,441606.413485984,7907642.96114375,11904568.4045211,1161603.92479314,8349249.37462973,8349249.37462973,20253817.7791508,21415421.703944,30562.5026026991,506734.385437632,737033.847077141,270487.955178921,537296.888040331,537296.888040331,1274330.73511747,1544818.69029639,33429.0364617623,226612.369952997,451936.376870907,195803.560938507,260041.406414759,260041.406414759,711977.783285667,907781.344224173,29360.2793488061,200024.556100165,227908.868519265,222778.992403554,229384.835448971,229384.835448971,457293.703968236,680072.69637179
1982,228656.27484,8249820.09504,7361452.12166,2074500.7044,8478476.36988,8478476.36988,15839928.49154,17914429.19594,433946.081975173,8220269.63380524,12422314.4758131,1177421.28766438,8654215.71578041,8654215.71578041,21076530.1915935,22253951.4792579,21780.0960549212,520722.540060013,755837.439382385,248138.147829874,542502.636114934,542502.636114934,1298340.07549732,1546478.22332719,33015.4382881306,248659.124019935,491512.490127458,205663.95423775,281674.562308065,281674.562308065,773187.052435523,978851.006673273,29440.4275657323,208095.86739852,238091.368090422,232320.784958627,237536.294964252,237536.294964252,475627.663054674,707948.448013301
1983,217065.28032,8453194.5944,7606924.91944,2097484.77971,8670259.87472,8670259.87472,16277184.79416,18374669.57387,425234.843614469,8454945.64727632,12932448.5450495,1175778.26695351,8880180.49089079,8880180.49089079,21812629.0359403,22988407.3028938,20218.5004376409,450998.898571212,758580.358752662,233841.236822003,471217.399008853,471217.399008853,1229797.75776152,1463638.99458352,31651.8766800132,247668.867517198,513647.969987614,211203.408282147,279320.744197211,279320.744197211,792968.714184825,1004172.12246697,28929.7387983449,216322.885100138,248446.289516261,235484.257532877,245252.623898483,245252.623898483,493698.913414744,729183.170947621
1984,208562.89608,8721767.73368,7948011.12812,2153303.24832,8930330.62976,8930330.62976,16878341.75788,19031645.0062,418770.429071918,8745731.87823994,13544651.4724314,1212472.09359821,9164502.30731186,9164502.30731186,22709153.7797433,23921625.8733415,21884.5750317467,513284.800628789,870851.898282952,271849.480035406,535169.375660536,535169.375660536,1406021.27394349,1677870.75397889,30361.3256609962,248755.374424172,533680.949091798,216730.09457412,279116.700085169,279116.700085169,812797.649176966,1029527.74375109,28348.989574298,222498.569665166,258648.970900989,235155.653390702,250847.559239464,250847.559239464,509496.530140454,744652.183531156
1985,197162.09352,9033193.77512,8312122.60718,2219802.78463,9230355.86864,9230355.86864,17542478.47582,19762281.26045,408476.722225107,9082999.25748147,14204147.215165,1260649.48786065,9491475.97970658,9491475.97970658,23695623.1948715,24956272.6827322,17624.3217579831,567418.218142586,930388.772182163,290671.812982077,585042.539900569,585042.539900569,1515431.31208273,1806103.12506481,28875.5714914093,258326.142589406,568636.21722477,225031.365794544,287201.714080816,287201.714080816,855837.931305586,1080869.29710013,27918.0286047945,230150.838901051,270893.029448629,242494.418719643,258068.867505846,258068.867505846,528961.896954474,771456.315674117
1986,185605.92288,9274188.314,8631354.32194,2258096.39031,9459794.23688,9459794.23688,18091148.55882,20349244.94913,396978.42294783,9346623.72456702,14837868.5407497,1278391.36270851,9743602.14751485,9743602.14751485,24581470.6882645,25859862.050973,15733.4822043974,502650.763335054,917804.269888007,269871.772419996,518384.245539451,518384.245539451,1436188.51542746,1706060.28784745,27196.50102164,263911.446476269,600883.41200328,232286.684597191,291107.947497909,291107.947497909,891991.359501189,1124278.04409838,27231.7814816738,239026.296249512,284082.944303299,252129.89757213,266258.077731186,266258.077731186,550341.022034486,802470.919606615
1987,174687.29712,9507828.55944,8927755.89573,2285669.36878,9682515.85656,9682515.85656,18610271.75229,20895941.12107,385410.02561578,9590949.62640989,15455351.6743502,1287104.2582178,9976359.65202567,9976359.65202567,25431711.3263759,26718815.5845937,14896.8308644721,490289.684068321,914240.504415504,264391.16805099,505186.514932793,505186.514932793,1419427.0193483,1683818.18739929,25666.2595487475,259887.748460275,622540.695498066,237568.87564002,285554.008009023,285554.008009023,908094.703507089,1145663.57914711,26465.228196522,245963.782225448,296757.370814994,255678.272541703,272429.01042197,272429.01042197,569186.381236963,824864.653778666
1988,169388.70984,9729588.7924,9234109.06943,2310829.21714,9898977.50224,9898977.50224,19133086.57167,21443915.78881,378896.373517162,9822632.86468168,16095890.8854281,1298189.93797693,10201529.2381988,10201529.2381988,26297420.123627,27595610.0616039,19180.3496091,484076.649493106,949646.24456493,268506.53140269,503256.999102206,503256.999102206,1452903.24366714,1721409.77506982,24363.5167874165,267100.172509196,649421.139838167,243822.113009022,291463.689296613,291463.689296613,940884.82913478,1184706.9421438,25694.0017077187,252393.411221313,309107.033487004,257420.85164356,278087.412929032,278087.412929032,587194.446416035,844615.298059596
1989,167119.80012,9945550.44784,9525047.01974,2360713.75925,10112670.24796,10112670.24796,19637717.2677,21998431.02695,375305.657678805,10055379.7167316,16744674.9366066,1337014.43396286,10430685.3744104,10430685.3744104,27175360.311017,28512374.7449799,21669.0423961208,491237.190594144,970701.868887091,298462.483581314,512906.232990265,512906.232990265,1483608.10187736,1782070.58545867,23893.3761203102,272998.614792547,677531.417772137,249374.275193196,296891.990912858,296891.990912858,974423.408684994,1223797.68387819,25259.7582344774,258490.338544255,321917.817708562,259637.987595386,283750.096778732,283750.096778732,605667.914487295,865305.902082681
1990,165863.46168,10180463.55176,9797447.6761,2412180.68176,10346327.01344,10346327.01344,20143774.68954,22555955.3713,372524.43971704,10303128.3454328,17381749.7892339,1376039.41219621,10675652.7851499,10675652.7851499,28057402.5743837,29433441.9865799,22239.1592168215,512363.884404717,971968.351359343,306427.865025927,534603.043621539,534603.043621539,1506571.39498088,1812999.26000681,23460.4459866287,280041.981984054,703060.93978346,255873.562035043,303502.427970683,303502.427970683,1006563.36775414,1262436.92978919,25020.377178587,264615.255703462,334893.498732133,267402.886792572,289635.632882049,289635.632882049,624529.131614182,891932.018406754
1991,161529.228,10339995.14792,9990040.40377,2455181.86913,10501524.37592,10501524.37592,20491564.77969,22946746.64882,366513.945234258,10483006.038044,17964189.6782182,1410081.73390061,10849519.9832782,10849519.9832782,28813709.6614965,30223791.3953971,18824.4681650207,451012.649069902,930074.884769061,309250.204143636,469837.117234922,469837.117234922,1399912.00200398,1709162.20614762,23070.4350359376,291159.746646176,737239.782788387,266402.743167493,314230.181682113,314230.181682113,1051469.9644705,1317872.70763799,24834.9626478026,271134.956458759,347634.995784677,275207.882439243,295969.919106561,295969.919106561,643604.914891238,918812.797330481
1992,154920.72708,10454976.69728,10173657.17858,2496323.75953,10609897.42436,10609897.42436,20783554.60294,23279878.36247,358257.304414336,10612305.9728784,18539646.2119691,1440478.98188609,10970563.2772927,10970563.2772927,29510209.4892619,30950688.471148,16177.6221956955,405168.514782962,934740.327315255,312413.594765607,421346.136978658,421346.136978658,1356086.46429391,1668500.05905952,22429.0750301792,286410.699528099,744908.707454423,271790.950489472,308839.774558278,308839.774558278,1053748.4820127,1325539.43250217,24434.2630156172,275868.579948526,359283.793564365,282016.346780122,300302.842964143,300302.842964143,659586.636528507,941602.983308629
1993,152839.33056,10580282.5432,10427325.41158,2528406.52214,10733121.87376,10733121.87376,21160447.28534,23688853.80748,354229.505865774,10744214.7576333,19183430.1109304,1460065.82777365,11098444.2634991,11098444.2634991,30281874.3744295,31741940.2022031,19856.0217457273,411179.994567519,1014576.82320061,307682.642264776,431036.016313246,431036.016313246,1445612.83951386,1753295.48177864,21757.0826247392,286968.481424298,761453.652624639,275997.922662176,308725.564049037,308725.564049037,1070179.21667368,1346177.13933585,23883.8202942891,279271.20981259,370792.924239383,288095.796377219,303155.030106879,303155.030106879,673947.954346261,962043.75072348
1994,154082.2752,10693566.94792,10693677.05623,2580941.55142,10847649.22312,10847649.22312,21541326.27935,24122267.83077,353614.692277337,10871825.4993252,19858197.8042833,1499080.54843605,11225440.1916026,11225440.1916026,31083637.9958859,32582718.5443219,23000.4868026143,410353.235313821,1058436.29557155,331027.886217129,433353.722116435,433353.722116435,1491790.01768798,1822817.90390511,21773.3666728588,287489.727032421,783854.846321202,279427.152582218,309263.093705279,309263.093705279,1093117.94002648,1372545.0926087,23615.3003910516,282742.49362193,383668.602218607,292013.16555473,306357.794012982,306357.794012982,690026.396231589,982039.561786319
1995,156908.367,10850411.3984,11006274.37105,2663067.09418,11007319.7654,11007319.7654,22013594.13645,24676661.23063,354966.086228202,11036489.5384576,20593416.0365396,1574260.3403585,11391455.6246858,11391455.6246858,31984871.6612253,33559132.0015838,24925.7067693539,450764.710167204,1132382.18834193,374995.901609656,475690.416936558,475690.416936558,1608072.60527849,1983068.50688815,22133.3238398788,294549.518943816,821211.270863359,293553.380930044,316682.842783695,316682.842783695,1137894.11364705,1431447.4945771,23574.3128184891,286100.671034874,397163.956085666,299816.10968721,309674.983853364,309674.983853364,706838.939939029,1006655.04962624
1996,160088.05512,11038228.73856,11361019.63843,2767781.11715,11198316.79368,11198316.79368,22559336.43211,25327117.54926,357207.610273036,11229836.0478195,21385418.5795052,1670660.35531873,11587043.6580925,11587043.6580925,32972462.2375977,34643122.5929165,25905.9297933811,483780.444584476,1203870.86369645,411252.083031935,509686.374377857,509686.374377857,1713557.23807431,2124809.32110624,22751.0436861621,298393.995236116,852601.253388647,307394.920908592,321145.038922278,321145.038922278,1173746.29231093,1481141.21321952,23664.4057485468,290433.935222567,411868.320730791,314852.068071699,314098.340971114,314098.340971114,725966.661701905,1040818.7297736
1997,167607.33444,11252776.1068,11788157.91692,2869805.09344,11420383.44124,11420383.44124,23208541.35816,26078346.4516,364519.45146437,11449048.0335936,22270478.0782666,1761789.03936027,11813567.485058,11813567.485058,34084045.5633246,35845834.6026848,31125.6818762027,514733.987032535,1312767.87035148,425260.755105287,545859.668908737,545859.668908737,1858627.53926022,2283888.29436551,23630.1379656028,304530.983708677,889609.479944321,323814.805264206,328161.12167428,328161.12167428,1217770.6016186,1541585.40688281,23813.8406848691,295522.001258407,427708.371590104,334132.071063746,319335.841943276,319335.841943276,747044.213533381,1081176.28459713
1998,173492.57016,11487406.35328,12289835.63003,2970840.08198,11660898.92344,11660898.92344,23950734.55347,26921574.63545,370564.361973803,11692575.489909,23257161.115403,1846436.73936204,12063139.8518828,12063139.8518828,35320300.9672859,37166737.7066479,30346.207273725,544818.194041564,1432092.59870177,437005.507873826,575164.401315289,575164.401315289,2007257.00001706,2444262.50789089,24500.8538828203,314498.62120407,936061.46029122,337215.030535993,338999.47508689,338999.47508689,1275060.93537811,1612275.9659141,24301.2967642913,301290.737726147,445409.561565332,352357.807872054,325592.034490438,325592.034490438,771001.596055771,1123359.40392782
1999,172056.7548,11715106.59248,12872101.78947,3052886.50572,11887163.34728,11887163.34728,24759265.13675,27812151.64247,369423.713189601,11928778.5501342,24366465.0893074,1909067.2832005,12298202.2633238,12298202.2633238,36664667.3526312,38573734.6358317,23563.6420140514,543902.415222792,1574447.19621239,431917.891710866,567466.057236843,567466.057236843,2141913.25344923,2573831.1451601,24891.4594507614,317415.99587463,996860.823738798,350995.837655672,342307.455325391,342307.455325391,1339168.27906419,1690164.11671986,24704.2907982536,307699.354997606,465143.222308061,369287.347872409,332403.645795859,332403.645795859,797546.86810392,1166834.21597633
2000,172051.39728,11981134.0148,13497686.67793,3140550.37988,12153185.41208,12153185.41208,25650872.09001,28791422.46989,369627.989799317,12197756.4409502,25567070.7088101,1980384.15783232,12567384.4307495,12567384.4307495,38134455.1395596,40114839.297392,24832.5241556893,582893.11581955,1687934.92128889,453130.331271918,607725.639975239,607725.639975239,2295660.56126413,2748790.89253604,24837.9520298217,321954.566077155,1068845.22308226,366100.293969592,346792.518106977,346792.518106977,1415637.74118924,1781738.03515883,24628.2475459734,313915.225003532,487329.301786147,381813.4566401,338543.472549505,338543.472549505,825872.774335652,1207686.23097575
2001,173061.2898,12216329.97616,13952923.59146,3211124.54572,12389391.26596,12389391.26596,26342314.85742,29553439.40314,370799.664933767,12455881.8583996,26648356.2819668,2031606.0018267,12826681.5233334,12826681.5233334,39475037.8053001,41506643.8071268,25813.5411210712,579119.008000697,1592626.98733287,447298.675560846,604932.549121768,604932.549121768,2197559.53645464,2644858.21201549,24804.5078055995,334510.007533819,1120512.04739448,377068.308039926,359314.515339419,359314.515339419,1479826.5627339,1856894.87077383,24641.8659866211,320993.590551321,511341.414176202,396076.831566464,345635.456537943,345635.456537943,856976.870714145,1253053.70228061
2002,176674.93704,12351960.11864,14263569.61218,3228847.2062,12528635.05568,12528635.05568,26792204.66786,30021051.87406,374676.017733063,12604657.2469108,27568722.8023989,2021785.53554108,12979333.2646439,12979333.2646439,40548056.0670428,42569841.6025839,28596.3304615467,476561.75320596,1453333.64607151,396500.734079722,505158.083667507,505158.083667507,1958491.72973901,2354992.46381873,25004.02683927,344087.970274225,1145696.96268657,378773.247785346,369091.997113495,369091.997113495,1514788.95980007,1893562.20758542,24719.9776622511,327786.364694726,532967.125639336,406321.20036534,352506.342356977,352506.342356977,885473.467996313,1291794.66836165
2003,181226.15028,12465951.66696,14578118.2211,3230310.90807,12647177.81724,12647177.81724,27225296.03834,30455606.94641,379586.836462893,12734029.6705822,28492560.8319694,1993473.00144684,13113616.5070451,13113616.5070451,41606177.3390146,43599650.3404614,29889.2199120342,461073.930169065,1475212.48561846,376044.573013972,490963.150081099,490963.150081099,1966175.63569956,2342220.20871353,25376.8024286981,349390.859481483,1163982.34962605,374581.72487895,374767.661910181,374767.661910181,1538750.01153623,1913331.73641518,24978.4011822042,331701.506497653,551374.456047979,404357.107108217,356679.907679858,356679.907679858,908054.363727837,1312411.47083605
2004,187807.8636,12565234.6284,14911399.25338,3238183.25056,12753042.492,12753042.492,27664441.74538,30902624.99594,386550.8803362,12848984.1776354,29407549.2364029,1969758.66580313,13235535.0579716,13235535.0579716,42643084.2943745,44612842.9601776,32269.8329708331,450060.551015813,1484839.62107286,374980.264645659,482330.383986646,482330.383986646,1967170.00505951,2342150.26970517,25823.9112088188,345323.933330519,1148170.25411838,366087.294284762,371147.844539337,371147.844539337,1519318.09865772,1885405.39294248,25305.7890975262,335106.043962691,569851.216639389,398694.600289368,360411.833060217,360411.833060217,930263.049699605,1328957.64998897
2005,193101.09336,12657304.72512,15267120.16781,3268208.91865,12850405.81848,12850405.81848,28117525.98629,31385734.90494,392942.45353731,12977710.3994016,30352114.3920342,1974540.55122343,13370652.8529389,13370652.8529389,43722767.2449731,45697307.7961965,32161.6318901903,466857.384335565,1532716.14035933,398733.618580923,499019.016225755,499019.016225755,2031735.15658508,2430468.77516601,26925.5037175991,357133.494347181,1160309.11507876,364569.071060728,384058.99806478,384058.99806478,1544368.11314354,1908937.18420427,25770.05868908,338131.162569352,588150.984728058,393951.733160626,363901.221258432,363901.221258432,952052.20598649,1346003.93914712
2006,195616.449,12805522.02368,15712990.86966,3314018.83123,13001138.47268,13001138.47268,28714129.34234,32028148.17357,396568.949650931,13155762.4220125,31366637.3641245,1992881.76543811,13552331.3716634,13552331.3716634,44918968.7357879,46911850.501226,29822.6596827755,519570.717332018,1621565.25993097,413249.324459364,549393.377014794,549393.377014794,2170958.63694576,2584207.96140512,27343.2079110548,376696.789976666,1188693.49823756,368377.331433358,404039.997887721,404039.997887721,1592733.49612528,1961110.82755864,26196.163569154,341518.694721094,607042.287840684,394908.110244685,367714.858290248,367714.858290248,974757.146130932,1369665.25637562
2007,198589.8726,13017523.67496,16176032.95959,3397647.63537,13216113.54756,13216113.54756,29392146.50715,32789794.14252,400706.506162936,13406219.1997777,32433311.4745597,2052784.6664059,13806925.7059407,13806925.7059407,46240237.1805004,48293021.8469063,30575.4864887331,596661.052028728,1694006.85771775,458479.254055414,627236.538517461,627236.538517461,2321243.39623521,2779722.65029063,27645.5290201998,389051.36517414,1236517.86131467,376218.923179009,416696.89419434,416696.89419434,1653214.75550901,2029433.67868802,26437.9299767288,346204.274263487,627332.747282489,398576.353087621,372642.204240216,372642.204240216,999974.951522705,1398551.30461033
2008,203907.2112,13251729.63528,16571755.40307,3475777.66762,13455636.84648,13455636.84648,30027392.24955,33503169.91717,407160.22762977,13685538.1757507,33437573.76198,2106007.61737359,14092698.4033805,14092698.4033805,47530272.1653604,49636279.782734,33167.4885443631,632114.218072371,1652928.51691144,463779.88424887,665281.706616735,665281.706616735,2318210.22352818,2781990.10777705,27974.4984363374,397130.140991971,1256890.53425331,385548.797680648,425104.639428309,425104.639428309,1681995.17368162,2067543.97136227,26713.7670775291,352795.242099414,648666.229491194,410556.93328118,379509.009176943,379509.009176943,1028175.23866814,1438732.17194932
2009,207389.5992,13363458.32408,16693711.28432,3480801.72539,13570847.92328,13570847.92328,30264559.2076,33745360.93299,412439.564770796,13854507.4561116,34209760.8908376,2087988.89660252,14266947.0208824,14266947.0208824,48476707.9117199,50564696.8083224,32423.3523163443,529115.021828,1440938.60409719,403182.802703646,561538.374144344,561538.374144344,2002476.97824153,2405659.78094518,28954.5380714307,415036.41317925,1317497.01688297,398379.666779399,443990.951250681,443990.951250681,1761487.96813365,2159867.63491304,27144.015175318,360145.741467124,668751.475239599,421201.523474718,387289.756642442,387289.756642442,1056041.23188204,1477242.75535676
2010,211388.98788,13393724.07016,16871083.91801,3490019.09122,13605113.05804,13605113.05804,30476196.97605,33966216.06727,418177.92687653,13924139.4844906,35005610.6351812,2076434.2027146,14342317.4113671,14342317.4113671,49347928.0465483,51424362.2492629,33234.333090453,434224.329855644,1480044.96216041,406043.085432583,467458.662946097,467458.662946097,1947503.62510651,2353546.71053909,29276.6584294399,404082.458052574,1304693.51098869,396868.786865555,433359.116482014,433359.116482014,1738052.62747071,2134921.41433626,27495.9709847197,364592.30147662,684195.217816751,417597.779320504,392088.27246134,392088.27246134,1076283.49027809,1493881.26959859
2011,219052.92024,13437284.11592,17125922.92747,3529618.16073,13656337.03616,13656337.03616,30782259.96363,34311878.12436,427989.148576341,14003575.505501,35876801.8956999,2099726.96250526,14431564.6540774,14431564.6540774,50308366.5497773,52408093.5122825,37689.7501582468,445860.744286505,1571303.47322229,438579.600333581,483550.494444752,483550.494444752,2054853.96766704,2493433.56800062,30113.1934683047,403283.11930339,1320134.52889093,399415.840636795,433396.312771695,433396.312771695,1753530.84166262,2152946.68229941,27878.5284584353,366424.723276068,700112.212703624,415286.84054292,394303.251734504,394303.251734504,1094415.46443813,1509702.30498105
2012,235449.6102,13523131.34896,17456472.14801,3583972.92747,13758580.95916,13758580.95916,31215053.10717,34799026.03464,447924.03227185,14150273.7692233,36873280.3235307,2144752.27194388,14598197.8014952,14598197.8014952,51471478.1250259,53616230.3969698,48467.4936005984,515213.408603908,1714014.4657448,464970.701939672,563680.902204506,563680.902204506,2277695.36794931,2742666.06988898,32135.7167191036,417697.238653458,1371590.89591934,409588.481289911,449832.955372561,449832.955372561,1821423.8512919,2231012.33258181,28532.6099050894,368515.144881606,717536.037913998,419945.392501052,397047.754786696,397047.754786696,1114583.79270069,1534529.18520175
2013,256684.14072,13623262.88272,17805558.6625,3660006.30569,13879947.02344,13879947.02344,31685505.68594,35345511.99163,473874.452088928,14290539.0077043,37885778.1206504,2204571.72460963,14764413.4597933,14764413.4597933,52650191.5804437,54854763.3050533,55812.0219685349,512640.863986869,1749963.40359035,488769.907054529,568452.885955404,568452.885955404,2318416.28954575,2807186.19660028,34758.2084980748,414934.127138357,1405052.04550938,413745.673393346,449692.335636432,449692.335636432,1854744.38114581,2268490.05453916,29861.6021514567,372375.625505877,737465.606470614,428950.454388776,402237.227657334,402237.227657334,1139702.83412795,1568653.28851672
2014,277677.58284,13776147.32904,18246941.38792,3735881.44587,14053824.91188,14053824.91188,32300766.2998,36036647.74567,501172.622401975,14493860.7291175,39017353.4419769,2264516.92352123,14995033.3515195,14995033.3515195,54012386.7934964,56276903.7170176,58889.8004523082,579388.537405439,1889290.88373945,500859.543833525,638278.337857747,638278.337857747,2527569.2215972,3028428.76543072,37978.7098049731,428663.45681257,1452362.3438607,425594.497040485,466642.166617543,466642.166617543,1919004.51047824,2344599.00751873,31591.6301392619,376066.815992219,757715.562413008,440914.344921926,407658.446131481,407658.446131481,1165374.00854449,1606288.35346642
2015,279673.25904,13916586.048,18686763.07806,3814169.71616,14196259.30704,14196259.30704,32883022.3851,36697192.10126,509511.81176676,14692671.71726,40200092.9580464,2330403.22575195,15202183.5290268,15202183.5290268,55402276.4870732,57732679.7128252,41750.6975249166,580228.375750854,1963086.58490909,518789.686934969,621979.07327577,621979.07327577,2585065.65818486,3103855.34511983,39758.9453318231,440002.645701372,1522082.74922191,440113.698211757,479761.591033195,479761.591033195,2001844.3402551,2441958.03846686,33411.5081601316,381417.387608357,780347.068839537,452903.384704246,414828.895768488,414828.895768488,1195175.96460803,1648079.34931227
2016,272486.14596,14032699.02712,19094193.28614,3889847.05879,14305185.17308,14305185.17308,33399378.45922,37289225.51801,507699.586972727,14853245.4027623,41359290.4608018,2384039.42306803,15360944.9897351,15360944.9897351,56720235.4505369,59104274.8736049,32155.2293237516,547222.941219672,1963199.36191631,519716.842466464,579378.170543423,579378.170543423,2542577.53245974,3062294.3749262,39310.3522689747,431615.936617986,1557888.59829714,444888.638327823,470926.28888696,470926.28888696,2028814.8871841,2473703.52551193,33967.454117784,386649.25571737,804001.859160928,466080.645150391,420616.709835154,420616.709835154,1224618.56899608,1690699.21414647
2017,267876,14142872,19512941,3955951,14410748,14410748,33923689,37879640,507783.947841212,15023059.5237423,42578086.6515858,2428391.53845442,15530843.4715835,15530843.4715835,58108930.1231693,60537321.6616237,33931,560689,2045982,521160,594620,594620,2640602,3161762,38525,432796,1608153,453126,471321,471321,2079474,2532600,33846.6391315151,390874.879020062,827185.809216036,476807.884613605,424721.518151577,424721.518151577,1251907.32736761,1728715.21198122
2018,263873.93256,14304949.31312,20021838.50128,4033764.55617,14568823.24568,14568823.24568,34590661.74696,38624426.30313,507572.733240033,15211933.8989533,43887998.2825041,2481951.74826278,15719506.6321934,15719506.6321934,59607504.9146975,62089456.6629602,33641.0485882352,584218.046888478,2161473.36395004,539238.517499239,617859.095476713,617859.095476713,2779332.45942675,3318570.97692599,37620.065770241,419878.036642249,1651254.57741456,461655.93641878,457498.10241249,457498.10241249,2108752.67982705,2570408.61624583,33852.2631894141,395343.671677429,851561.733031715,485678.307690884,429195.934866843,429195.934866843,1280757.66789856,1766435.97558944
2019,263415.8646,14482018.07056,20530540.87315,4111934.14793,14745433.93516,14745433.93516,35275974.80831,39387908.95624,510928.998905456,15410971.1540424,45222851.7879173,2532997.91547604,15921900.1529479,15921900.1529479,61144751.9408651,63677749.8563412,37194.4478814247,599351.305061524,2212613.47106327,547436.516865816,636545.752942948,636545.752942948,2849159.22400622,3396595.74087204,37663.956677749,425630.686045655,1710441.16844596,470125.727981773,463294.642723404,463294.642723404,2173735.81116936,2643861.53915114,33838.1822160022,400314.049972456,877759.965650082,496390.349652555,434152.232188458,434152.232188458,1311912.19783854,1808302.5474911
