variable_id,year,value,unit,frequency,source_dataset,source_table,source_line,source_line_description,source_vintage_or_retrieval_date,transformation_status,candidate_status,allowed_use,prohibited_use,notes
CORP__IPP__cfc_current_cost,1925,183.0,Millions of current dollars,A,FixedAssets,FAAt404,20,Intellectual property products,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1978,4783.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1979,6616.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1980,8754.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1981,11685.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1982,13192.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1983,11900.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1984,15408.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1985,20052.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1986,19973.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1987,19048.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1988,19302.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1989,22294.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1990,22632.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1991,17974.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1992,16869.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1993,14580.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1994,16725.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1995,16293.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1996,19857.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1997,23585.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1998,22494.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,1999,22425.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2000,22704.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2001,22169.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2002,16039.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2003,14910.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2004,16140.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2005,17989.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2006,21407.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2007,26008.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2008,26132.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2009,19351.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2010,10847.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2011,9078.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2012,11056.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2013,9376.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2014,12446.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2015,15767.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2016,19228.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2017,19520.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2018,22380.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2019,28445.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2020,26240.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2021,22166.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2022,28252.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2023,31533.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__gross_investment_current_cost,2024,31589.0,Millions of current dollars,A,FixedAssets,FAAt407,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1925,2456.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1926,2589.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1927,2640.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1928,2749.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1929,2833.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1930,2832.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1931,2375.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1932,2176.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1933,2389.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1934,2379.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1935,2409.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1936,2566.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1937,2776.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1938,2727.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
FIN__NRC__net_stock_current_cost,1939,2565.0,Millions of current dollars,A,FixedAssets,FAAt401,35,Structures,2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows,source_level_staged_observation,READY_AS_BASELINE,provider source inspection; downstream source-of-truth construction if separately imported and validated,adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.
